"Married","Dependents","Education","Self_Employed","ApplicantIncome","CoapplicantIncome","LoanAmount","Loan_Amount_Term","Owns_House","Property_Area","Loan_Status"
0,0,0,0,29542,413,487,60,0,"Rural",1
0,0,1,1,42814,29386,69,300,0,"Urban",0
1,3,0,0,18637,22312,521,360,0,"Rural",0
1,0,1,1,52757,18398,211,300,0,"Urban",0
0,2,0,0,51179,42447,688,180,1,"Urban",1
0,3,0,1,12256,8718,83,240,0,"Urban",1
1,1,1,0,57947,0,164,60,0,"Urban",1
1,0,1,0,3517,41230,479,360,0,"Urban",0
1,2,1,1,17676,35299,70,300,1,"Semiurban",1
1,2,0,0,55959,17455,216,180,0,"Urban",0
0,0,1,1,13781,47078,345,240,0,"Urban",0
1,2,1,1,67758,15542,221,360,1,"Semiurban",1
0,3,0,0,28678,11770,213,180,1,"Urban",0
0,2,1,1,73328,47773,266,360,0,"Semiurban",0
1,0,1,1,52962,34763,248,360,1,"Semiurban",1
1,2,0,1,48528,3577,99,120,0,"Urban",0
1,0,0,1,11268,47675,547,300,1,"Rural",1
1,0,0,1,21693,34477,491,120,0,"Rural",0
0,2,0,1,28601,14322,379,360,1,"Urban",1
0,0,0,0,72975,38885,379,180,0,"Rural",0
0,0,1,1,51139,8528,343,300,1,"Urban",1
1,1,0,1,16227,7970,329,180,1,"Urban",0
0,3,0,0,46701,17139,413,180,0,"Semiurban",1
1,0,0,1,74925,31864,620,60,1,"Urban",1
0,3,1,1,65425,43561,222,240,0,"Urban",0
1,1,1,1,48229,9911,203,360,1,"Rural",1
0,1,1,0,28268,7212,541,180,0,"Semiurban",1
0,1,1,0,65448,34867,644,360,1,"Semiurban",1
1,1,0,1,69868,33180,316,120,0,"Rural",1
0,3,0,1,14229,28188,689,60,0,"Urban",1
0,2,0,0,48292,NA,467,60,0,"Semiurban",1
1,2,1,1,143000,48625,321,120,0,"Semiurban",0
1,3,0,0,42934,16146,492,180,0,"Rural",0
1,0,1,1,28820,2993,562,60,0,"Semiurban",1
1,3,1,1,68873,11654,461,360,0,"Urban",0
1,0,1,0,39062,246,64,240,0,"Rural",1
0,0,0,1,52488,44738,129,300,0,"Urban",0
1,2,0,0,16445,39745,593,120,1,"Semiurban",1
0,1,0,0,4867,24987,600,120,1,"Rural",1
0,2,0,1,69030,30235,289,240,0,"Urban",0
1,2,1,1,7642,13656,634,180,0,"Semiurban",0
0,3,0,0,11352,15178,654,120,1,"Urban",0
0,3,1,0,5036,28906,138,120,1,"Urban",0
1,0,1,1,67092,2689,303,300,0,"Rural",1
0,3,1,1,17722,33355,188,240,1,"Urban",1
1,0,1,1,51324,1468,339,240,1,"Semiurban",1
1,0,1,1,19186,232,355,360,0,"Semiurban",1
1,1,1,0,62085,39653,221,240,1,"Semiurban",1
0,1,1,0,61897,14232,575,60,0,"Semiurban",0
0,2,0,1,5281,23524,377,300,1,"Urban",0
0,1,0,0,45828,34654,202,60,1,"Semiurban",1
0,0,1,1,4601,NA,227,240,1,"Rural",0
1,3,0,0,47787,24464,656,360,0,"Urban",0
0,1,0,0,4299,25519,465,300,0,"Rural",1
1,1,0,1,61054,25483,360,120,1,"Semiurban",1
0,1,0,1,17794,2748,639,180,1,"Rural",1
0,1,1,1,56319,43485,293,120,1,"Semiurban",0
0,0,0,1,19026,1600,458,360,0,"Urban",0
0,0,1,0,21430,43059,269,300,1,"Rural",0
0,2,1,0,50785,49697,485,120,1,"Urban",1
1,3,0,1,24858,88230,233,360,1,"Semiurban",1
0,2,0,0,6332,43648,676,60,1,"Urban",0
0,2,1,0,36871,29027,173,120,1,"Rural",1
0,1,1,1,71713,37698,287,180,1,"Rural",1
0,3,0,1,31170,5729,669,60,1,"Rural",0
1,1,0,1,66455,38329,455,120,1,"Semiurban",1
0,0,1,0,41809,45932,608,120,0,"Rural",0
1,2,0,1,42828,15066,247,120,0,"Rural",1
0,3,1,1,48329,18020,612,360,0,"Rural",0
1,0,1,0,66206,13430,631,300,1,"Urban",1
1,2,1,0,27708,40344,136,240,0,"Semiurban",0
1,3,1,0,239560,1790,124,360,0,"Semiurban",0
1,2,0,0,66756,3144,382,60,1,"Semiurban",1
1,3,1,1,65809,44480,480,240,0,"Semiurban",0
0,2,1,0,7089,39735,419,60,1,"Rural",1
1,1,0,1,33788,30166,93,240,1,"Semiurban",1
0,2,0,1,18840,49307,346,120,1,"Semiurban",1
1,2,1,0,112500,23298,515,60,1,"Rural",0
1,3,0,1,58714,41893,299,180,1,"Rural",1
0,3,0,1,70794,25151,471,240,0,"Rural",0
1,1,1,0,58509,37111,522,60,0,"Rural",0
1,3,0,0,13768,42411,322,60,0,"Urban",0
1,2,0,0,67684,20932,222,240,1,"Semiurban",1
1,3,0,1,50999,38006,285,120,0,"Rural",0
0,3,0,1,21167,39604,95,180,0,"Semiurban",0
1,3,0,0,53245,13196,441,120,0,"Urban",1
1,1,1,0,51505,939,282,240,0,"Rural",0
0,1,0,0,8117,11651,466,60,0,"Urban",0
0,0,1,0,43706,9285,315,360,0,"Semiurban",1
1,1,1,0,13333,120900,239,60,0,"Urban",0
1,1,0,0,17922,27077,232,240,1,"Semiurban",0
0,1,0,0,60861,4362,406,360,0,"Semiurban",0
1,2,0,1,28317,47834,188,300,1,"Semiurban",0
0,0,0,0,74656,44733,596,180,1,"Semiurban",1
1,2,0,0,5477,24319,554,60,0,"Semiurban",0
0,1,0,0,9137,25786,531,300,0,"Rural",0
0,1,0,0,38644,19682,401,120,1,"Rural",1
0,0,0,1,41597,49212,391,240,1,"Urban",0
1,0,0,0,11595,2215,693,300,0,"Urban",0
1,3,0,1,28902,6275,122,180,0,"Rural",1
1,1,0,1,49261,43791,212,360,1,"Semiurban",1
1,1,0,1,9686,4817,272,360,0,"Semiurban",0
0,2,1,0,46109,20486,234,120,0,"Rural",0
0,3,0,0,66039,12810,144,120,1,"Semiurban",1
0,1,1,1,62737,38599,358,240,1,"Urban",1
1,2,1,1,54802,49402,197,300,1,"Semiurban",0
1,0,0,0,53029,15027,368,240,1,"Semiurban",1
1,2,1,1,37654,30335,228,360,0,"Urban",0
0,1,0,1,69839,7429,340,360,0,"Urban",0
1,2,0,0,53892,18551,671,60,1,"Rural",1
1,2,1,0,67936,22575,546,300,0,"Semiurban",0
0,3,0,1,29474,11332,350,240,1,"Urban",0
0,3,1,1,41886,30584,210,120,0,"Urban",1
1,0,1,0,17426,42245,110,300,0,"Urban",1
0,3,0,0,36335,15077,121,60,0,"Urban",0
1,2,1,0,33541,42747,486,120,1,"Urban",1
0,3,1,1,7965,17852,531,300,1,"Urban",1
0,1,0,0,68704,6600,164,120,1,"Rural",1
0,2,1,1,47124,4814,255,180,1,"Semiurban",1
1,2,0,1,71207,44397,383,360,0,"Semiurban",0
1,2,0,0,19762,5044,355,60,1,"Semiurban",0
1,1,0,0,32904,16411,603,300,0,"Semiurban",0
0,2,0,0,NA,24282,581,60,1,"Semiurban",1
0,3,1,0,17213,41860,653,180,1,"Semiurban",0
0,1,0,1,35961,41808,629,300,0,"Semiurban",0
0,2,1,1,27839,100,184,360,0,"Rural",0
1,3,1,1,32942,15383,627,60,1,"Urban",1
1,3,0,1,33325,20894,200,360,0,"Urban",0
1,0,0,0,13207,36008,597,120,1,"Urban",1
0,3,0,1,73152,48616,189,60,0,"Rural",0
0,3,1,0,17814,11509,456,360,1,"Urban",0
1,0,0,0,20684,46915,539,60,1,"Rural",0
0,0,1,1,38968,32766,254,60,1,"Rural",1
1,1,0,1,6373,1488,344,360,0,"Rural",0
0,3,0,1,18178,34221,631,360,1,"Rural",1
0,1,1,1,28956,8084,233,240,0,"Urban",1
1,1,1,1,67683,28692,67,240,1,"Semiurban",1
1,2,0,0,43692,29307,432,360,1,"Urban",1
0,1,0,0,47119,44400,620,60,1,"Rural",0
1,1,0,1,7991,37327,670,60,1,"Rural",1
1,1,1,1,8202,6240,692,240,1,"Rural",0
0,1,0,1,23316,7817,591,300,1,"Urban",1
0,0,0,1,32695,34283,557,60,1,"Semiurban",1
0,3,1,1,6622,498810,241,180,1,"Urban",0
1,2,0,1,687370,15712,247,180,0,"Rural",0
0,0,1,0,60132,15964,291,240,0,"Semiurban",0
0,2,1,0,96100,27742,140,180,0,"Rural",0
0,2,0,1,44572,34195,51,240,0,"Semiurban",0
0,0,0,1,NA,6085,658,120,0,"Semiurban",0
0,1,1,0,69156,32391,514,60,0,"Rural",1
1,0,1,1,18335,30541,334,360,1,"Urban",0
0,2,0,1,5602,44164,53,180,1,"Urban",0
0,2,1,1,58625,47157,287,360,0,"Semiurban",0
1,1,1,0,64255,17397,601,180,0,"Rural",0
0,0,0,1,63261,40047,488,300,1,"Rural",1
0,3,1,0,18903,36994,439,300,1,"Rural",1
1,2,1,1,14309,41379,378,240,0,"Urban",1
0,0,1,1,38483,3349,290,360,1,"Semiurban",0
1,1,1,0,11070,47879,664,240,1,"Rural",0
0,1,1,1,36217,38844,544,120,0,"Urban",0
1,3,1,0,64305,12157,110,240,0,"Urban",1
1,2,0,0,NA,37955,111,60,0,"Urban",0
0,3,0,1,36837,13885,501,60,1,"Rural",1
1,3,0,0,7017,42386,326,240,0,"Semiurban",1
1,3,0,0,32420,7018,208,240,1,"Rural",1
0,3,1,1,16582,20654,288,180,0,"Urban",0
0,1,0,1,53551,13591,92,180,0,"Urban",1
1,2,1,1,13985,8655,462,120,0,"Semiurban",0
0,3,0,0,9375,389,488,360,0,"Urban",0
1,2,1,1,18805,39659,363,300,1,"Urban",0
1,1,0,1,20107,16519,201,360,0,"Urban",0
0,1,1,1,45401,35224,129,300,0,"Semiurban",0
0,0,0,1,NA,18655,186,180,0,"Urban",0
1,0,0,0,19470,23497,499,240,0,"Rural",0
0,2,0,1,27081,25194,435,60,0,"Urban",0
0,0,0,1,9846,9768,432,120,0,"Urban",1
1,3,0,1,72685,28345,214,120,1,"Urban",1
1,2,1,1,32925,11117,351,60,0,"Urban",0
1,1,0,1,56989,38274,97,120,0,"Rural",0
1,1,1,0,71748,9395,176,360,0,"Rural",0
1,3,0,1,72458,9913,417,180,1,"Rural",1
1,0,0,1,50697,8785,697,180,1,"Rural",1
0,2,0,0,25694,11952,81,240,1,"Rural",1
1,2,1,1,9042,41565,556,60,0,"Semiurban",1
0,3,0,0,11013,22404,662,60,0,"Rural",0
0,0,0,0,392850,34237,126,360,0,"Semiurban",0
1,2,1,0,45446,14451,250,240,1,"Rural",1
0,3,1,0,55679,30964,117,300,0,"Semiurban",0
1,2,1,1,61068,34074,77,180,1,"Urban",1
0,1,1,1,6754,5332,449,120,0,"Rural",0
1,2,0,0,14187,26263,106,60,1,"Semiurban",1
1,2,1,0,40133,38565,252,240,0,"Urban",0
1,2,1,0,69082,47554,616,300,1,"Rural",1
1,0,0,0,39497,20367,132,120,0,"Semiurban",0
0,0,1,0,58036,11918,667,120,1,"Urban",1
0,3,1,1,51455,42008,300,240,0,"Semiurban",0
0,0,1,0,7516,18119,391,240,0,"Rural",0
0,2,0,1,69795,19743,472,240,1,"Urban",1
0,2,1,0,26376,8876,488,180,1,"Urban",0
1,0,1,0,71045,6327,463,60,0,"Urban",0
1,0,1,1,47968,47354,182,60,1,"Rural",1
1,2,0,0,15264,26914,478,360,1,"Urban",0
1,2,0,1,259460,25524,593,60,0,"Semiurban",0
1,1,1,1,34635,447090,659,240,0,"Rural",1
0,3,0,0,29365,28006,317,60,1,"Urban",0
1,0,1,0,27459,10863,156,180,1,"Rural",0
1,3,0,1,NA,33072,115,360,1,"Rural",1
0,2,0,1,72205,2397,101,300,0,"Urban",0
0,3,1,0,59350,15698,337,360,0,"Urban",0
1,0,1,1,19588,22451,281,180,0,"Urban",1
1,0,1,0,18040,35294,212,180,0,"Semiurban",1
0,3,0,0,NA,46544,290,60,0,"Urban",1
1,0,1,0,33759,39927,439,360,0,"Semiurban",0
1,1,0,1,40031,12417,71,360,1,"Urban",1
1,2,0,0,59989,32954,542,60,1,"Rural",1
0,2,1,1,7737,32239,570,180,1,"Rural",1
1,0,0,1,53257,1564,411,180,0,"Urban",0
1,2,0,0,13015,39581,108,300,1,"Urban",0
0,1,1,1,62991,34677,534,180,0,"Urban",0
0,0,0,1,39965,26858,678,180,1,"Rural",0
0,1,0,1,18095,41237,150,120,0,"Rural",1
1,1,1,1,18053,31845,389,120,1,"Rural",0
0,2,1,1,34519,17866,535,120,0,"Urban",1
1,2,1,0,66386,21266,65,240,0,"Urban",0
0,3,0,0,55337,23362,547,60,0,"Rural",0
1,1,0,1,26063,46311,170,240,1,"Semiurban",1
0,2,0,0,74842,42837,263,180,1,"Urban",1
1,1,1,0,15573,47377,379,120,1,"Urban",1
1,3,0,0,20248,12652,133,60,1,"Semiurban",1
0,1,0,1,19941,13789,230,300,0,"Rural",0
0,0,0,1,16088,49088,435,300,0,"Urban",0
1,3,1,0,19124,12755,372,300,1,"Semiurban",1
0,3,1,0,6819,42608,603,180,0,"Semiurban",1
1,1,1,0,14164,34692,497,60,0,"Rural",0
0,1,0,1,35701,30667,122,120,1,"Semiurban",1
0,2,0,1,52437,76980,304,180,0,"Rural",1
1,0,1,0,35869,44759,339,180,1,"Semiurban",1
0,3,1,1,39603,47929,549,300,1,"Urban",1
0,3,0,1,7235,43868,657,120,1,"Rural",1
1,3,1,1,15015,26807,637,240,0,"Rural",0
1,2,0,0,17601,15253,51,360,1,"Semiurban",1
0,0,1,1,10509,14135,432,180,1,"Urban",1
1,3,1,1,42484,26604,161,120,1,"Semiurban",1
0,3,1,0,19918,16655,253,360,0,"Semiurban",0
0,2,0,0,43975,40519,75,360,0,"Semiurban",0
1,1,1,0,44520,35011,157,240,0,"Urban",0
1,3,0,1,38693,15117,616,240,0,"Urban",0
1,0,1,1,29959,NA,323,180,0,"Semiurban",0
1,0,1,1,3909,16714,591,180,0,"Rural",0
1,0,0,1,3118,38639,66,120,1,"Rural",1
1,0,0,1,31638,10859,513,240,0,"Rural",1
0,2,1,1,71649,10738,347,60,0,"Rural",0
0,3,0,0,21480,11663,642,240,1,"Semiurban",0
1,2,1,1,NA,40332,445,60,1,"Semiurban",1
0,0,0,1,38022,1827,76,120,0,"Urban",0
0,0,0,0,51707,10027,232,60,0,"Rural",0
0,0,1,0,58255,31843,565,240,0,"Semiurban",0
0,2,1,1,69769,24333,498,300,1,"Rural",1
1,0,0,1,31708,45916,381,360,1,"Rural",1
0,3,0,0,33937,7184,633,300,1,"Semiurban",1
0,0,1,1,61823,24256,505,360,1,"Semiurban",1
1,3,0,0,41399,48339,637,60,1,"Semiurban",1
1,3,0,0,68665,44896,469,120,0,"Rural",0
1,0,0,1,21155,18557,289,120,0,"Urban",1
1,2,0,0,23838,30517,561,360,0,"Rural",0
0,1,1,1,26154,36477,339,360,0,"Semiurban",0
1,1,1,0,47035,129,488,360,0,"Rural",0
0,3,0,0,33294,16016,572,360,1,"Urban",1
0,2,0,0,73809,1558,620,180,1,"Semiurban",1
1,1,1,1,8628,10453,308,240,1,"Semiurban",0
1,0,0,1,48849,19584,317,240,1,"Rural",1
1,0,0,1,28414,13835,162,120,0,"Semiurban",0
1,3,0,1,73254,36492,634,180,0,"Urban",1
1,2,0,1,22060,44088,454,360,1,"Semiurban",1
1,2,0,1,3096,4693,451,180,0,"Rural",0
0,1,1,0,14058,48401,285,360,1,"Semiurban",0
0,1,0,0,15218,25190,55,60,0,"Rural",0
0,0,0,1,19982,32605,650,240,0,"Semiurban",0
0,3,0,1,63325,21646,163,360,0,"Semiurban",0
1,2,1,1,72499,45478,414,60,1,"Rural",1
1,1,0,0,49622,26957,370,240,0,"Urban",0
0,1,0,1,26677,16324,360,360,0,"Rural",0
0,3,1,1,47741,49839,217,60,1,"Urban",1
0,3,1,1,69860,23684,101,120,0,"Rural",0
1,0,1,0,30166,44887,349,240,1,"Semiurban",1
1,3,1,0,46374,39175,111,60,0,"Urban",0
1,0,0,0,549080,37010,133,120,0,"Rural",0
0,0,0,0,69875,44467,402,180,1,"Rural",1
0,3,0,1,51316,10251,552,360,0,"Rural",0
1,3,1,1,15286,22343,524,180,1,"Rural",1
1,3,0,1,66539,22407,684,360,1,"Urban",1
0,3,1,0,32235,6198,552,240,0,"Urban",0
0,3,1,1,62890,30949,148,360,0,"Urban",1
1,0,0,0,28552,49107,355,60,1,"Urban",1
0,1,1,1,16629,46201,364,300,0,"Rural",1
1,2,1,1,49489,27484,491,300,1,"Urban",0
1,2,0,1,61958,27880,296,300,1,"Urban",1
0,0,0,1,61928,10401,314,120,1,"Semiurban",1
0,0,1,0,41258,34385,618,300,0,"Semiurban",1
0,1,0,0,15843,38848,474,360,0,"Urban",0
1,3,0,0,26988,45002,107,180,1,"Semiurban",1
0,0,1,1,36301,46638,533,120,0,"Semiurban",0
0,2,1,0,10951,1899,373,240,1,"Semiurban",1
1,3,0,1,31715,15138,235,120,1,"Semiurban",1
1,0,0,1,55975,34802,548,60,1,"Rural",1
0,3,1,1,64293,44531,111,60,0,"Semiurban",0
1,2,0,1,52216,13983,642,180,0,"Rural",0
1,3,1,1,40109,22706,295,300,1,"Rural",1
1,0,1,0,40850,40297,536,180,1,"Semiurban",1
0,0,0,0,49664,7375,422,120,1,"Rural",0
0,2,0,1,22369,20357,564,120,1,"Rural",0
1,1,0,1,63216,27528,100,120,0,"Rural",0
1,1,0,0,23639,29223,666,180,1,"Rural",1
1,3,0,1,67305,49877,148,360,1,"Semiurban",1
0,0,1,0,21506,36271,372,360,0,"Semiurban",0
1,0,0,1,NA,44487,641,60,0,"Rural",0
1,2,1,0,65766,48631,490,300,1,"Semiurban",1
0,2,0,1,6981,8031,453,60,0,"Urban",0
1,0,1,0,22789,25753,466,240,1,"Urban",0
0,2,0,1,3308,28661,204,180,1,"Semiurban",1
0,1,0,1,38815,11601,591,360,1,"Urban",1
0,1,1,1,29497,18724,660,300,0,"Semiurban",0
1,3,0,1,519590,10675,195,240,0,"Rural",1
1,2,0,1,37785,39307,284,300,0,"Semiurban",0
0,3,1,0,213660,502210,523,300,1,"Rural",0
1,2,1,1,40649,28099,448,60,1,"Urban",1
0,2,1,1,29928,29455,660,60,1,"Rural",0
1,1,0,1,27105,23484,509,240,0,"Rural",1
0,0,1,1,22843,49101,482,120,0,"Urban",0
0,2,1,0,73970,16784,306,360,1,"Semiurban",1
1,2,0,0,36339,36978,488,360,0,"Semiurban",0
1,2,0,0,69132,29022,586,240,0,"Semiurban",0
1,0,0,1,24457,19715,224,360,1,"Semiurban",0
1,3,0,1,582220,27441,540,180,0,"Rural",0
0,3,0,1,71907,37739,332,180,0,"Rural",0
0,2,0,1,3157,17633,654,180,0,"Urban",0
1,2,1,1,61266,48613,611,240,1,"Urban",1
1,3,1,0,6318,4226,268,60,1,"Rural",1
0,3,0,0,62690,22791,205,300,0,"Urban",1
1,1,1,0,71148,22027,106,300,1,"Semiurban",1
1,2,1,1,23946,34722,560,120,0,"Rural",0
1,3,1,0,15020,23361,387,120,0,"Urban",1
1,1,1,0,33247,41308,321,180,0,"Urban",1
0,0,0,1,3443,43478,233,180,1,"Semiurban",0
0,2,0,0,41741,41073,340,240,0,"Rural",0
1,3,1,1,20288,6161,351,180,0,"Urban",0
0,2,0,1,5910,369290,628,180,1,"Urban",0
1,1,1,1,47169,38229,296,180,0,"Urban",0
1,3,1,1,20309,9677,65,360,1,"Semiurban",1
1,0,0,1,17265,1628,384,300,1,"Urban",1
0,0,1,0,27235,7980,260,360,0,"Rural",0
0,1,0,1,58082,37006,635,60,1,"Semiurban",1
0,0,0,1,61095,31374,422,180,1,"Rural",0
0,0,0,0,5922,46892,455,180,1,"Semiurban",1
0,0,0,1,61006,11875,579,360,0,"Urban",0
1,0,0,1,43323,22980,71,360,1,"Rural",1
1,0,0,0,30771,18882,667,240,1,"Urban",1
0,0,0,0,12776,34763,168,240,1,"Rural",1
0,0,0,1,69455,10301,577,180,0,"Urban",1
0,3,0,0,40772,595,233,360,0,"Urban",0
1,0,1,1,56371,17323,564,60,1,"Rural",1
0,3,0,0,23954,21798,541,240,1,"Semiurban",0
1,2,1,0,23837,46146,555,120,1,"Rural",0
1,1,0,1,8575,26670,684,360,1,"Semiurban",1
0,0,1,1,54105,35784,486,300,0,"Rural",0
1,1,0,1,54720,9589,154,120,0,"Rural",1
1,0,0,0,57080,35637,152,120,0,"Rural",0
0,3,0,0,35309,45715,257,60,1,"Semiurban",0
1,0,1,0,309540,15097,96,360,1,"Urban",0
0,2,1,1,52594,42120,353,60,1,"Semiurban",1
1,1,0,0,36368,48222,216,180,0,"Urban",0
0,1,1,1,14580,6381,543,300,0,"Urban",0
0,2,0,1,23966,25371,136,240,0,"Rural",1
1,3,1,0,71322,48959,275,60,1,"Rural",1
0,3,1,0,18231,36898,169,240,1,"Urban",1
1,2,1,0,14840,30588,297,180,1,"Semiurban",1
1,1,0,0,5052,2917,554,300,0,"Rural",0
0,0,1,0,36399,27115,402,60,1,"Urban",1
1,3,1,1,71978,4353,193,300,1,"Rural",1
0,0,0,0,4754,10626,399,120,0,"Semiurban",0
1,1,0,1,68525,4365,564,120,0,"Rural",0
1,0,1,0,3025,26576,366,300,0,"Urban",0
0,2,1,0,13401,47970,75,60,0,"Urban",0
1,3,0,1,9553,19502,579,60,1,"Rural",0
1,3,0,0,74295,23133,371,60,0,"Semiurban",0
1,2,0,0,10755,43701,345,360,1,"Semiurban",0
1,2,0,1,36897,9145,180,60,1,"Urban",0
1,3,0,1,48064,26301,66,360,0,"Rural",0
1,3,1,0,41409,42546,631,360,0,"Urban",1
1,3,0,0,58049,18125,234,300,1,"Semiurban",1
1,1,0,0,49669,539430,98,240,0,"Rural",0
0,1,1,1,17371,2458,125,360,0,"Semiurban",0
1,1,0,0,72431,27468,577,240,0,"Urban",0
1,0,0,0,7797,39123,55,360,1,"Rural",0
0,1,0,0,48809,46000,83,300,1,"Semiurban",1
0,3,1,1,70364,7063,108,360,0,"Rural",0
0,1,0,0,19943,36105,116,60,0,"Rural",0
1,3,0,1,29831,6003,304,240,1,"Semiurban",1
0,2,0,1,45044,11024,452,180,0,"Urban",0
0,0,0,1,27814,17173,206,60,0,"Semiurban",0
1,0,1,1,63258,6458,81,240,1,"Semiurban",1
1,2,1,1,62439,41259,59,180,1,"Rural",1
0,3,0,0,41355,17705,424,60,1,"Rural",1
0,0,0,1,62389,47035,398,240,1,"Semiurban",1
1,1,0,0,18784,40423,638,60,0,"Semiurban",0
1,3,0,0,6683,2109,581,60,1,"Urban",1
1,0,0,1,10347,13365,205,360,1,"Rural",1
1,2,0,1,46097,36214,76,360,1,"Semiurban",1
1,3,0,1,59499,15212,202,240,0,"Urban",1
0,0,1,1,17072,29145,334,360,1,"Rural",0
1,2,0,0,NA,12399,677,360,0,"Urban",1
1,3,1,0,55832,5085,299,300,1,"Semiurban",1
1,1,1,1,43966,23820,478,120,0,"Rural",0
1,3,0,1,34041,14659,606,120,0,"Urban",0
1,1,1,0,72034,33386,335,60,1,"Semiurban",1
0,3,1,0,35256,21274,555,240,1,"Urban",1
1,2,1,1,17905,9074,343,120,1,"Urban",0
0,1,0,0,70673,1703,493,180,1,"Semiurban",1
1,1,1,0,57100,40521,337,240,1,"Rural",1
0,3,1,0,73996,10987,355,240,1,"Semiurban",1
0,0,0,1,42666,29780,120,180,1,"Rural",1
1,1,0,1,16310,44788,212,120,1,"Urban",0
1,3,1,0,NA,25083,530,180,0,"Urban",1
1,2,0,1,34917,22755,637,360,1,"Semiurban",1
1,3,0,0,57666,10227,392,240,1,"Urban",1
1,3,1,0,4702,34185,566,300,1,"Urban",1
0,1,1,1,60873,38926,156,180,1,"Rural",1
1,0,1,1,23058,7148,680,240,0,"Semiurban",0
1,2,0,0,44262,35628,658,60,1,"Rural",1
0,1,1,1,17537,30900,547,60,1,"Semiurban",0
1,1,1,1,23635,11771,50,240,0,"Urban",0
0,1,0,1,31544,2385,647,180,0,"Urban",0
1,2,0,1,68549,925,525,300,0,"Semiurban",0
0,0,0,0,54955,38989,502,240,1,"Semiurban",1
1,2,0,0,40308,32996,114,360,1,"Semiurban",1
0,2,1,1,5169,15389,534,360,1,"Urban",1
0,0,1,0,13423,26997,664,360,1,"Rural",0
1,2,1,1,45803,29488,471,300,0,"Urban",0
1,3,0,1,11017,44216,585,120,0,"Urban",0
1,2,1,1,46678,22975,200,360,0,"Urban",0
0,1,0,0,60392,509240,440,180,0,"Semiurban",0
0,2,0,0,35948,37310,464,120,0,"Urban",0
0,1,0,0,NA,6575,56,180,0,"Rural",0
1,2,1,1,33860,40104,565,300,1,"Semiurban",1
1,1,0,0,NA,27728,515,360,1,"Urban",1
0,1,1,0,50574,37661,153,240,1,"Urban",1
1,1,1,1,323240,25809,513,360,1,"Urban",1
0,0,1,1,69822,40194,613,300,1,"Urban",1
1,2,0,1,44666,43995,643,360,0,"Semiurban",1
1,2,1,1,27869,2596,609,360,0,"Semiurban",0
0,3,1,0,74164,7221,400,360,0,"Semiurban",1
1,3,0,0,32093,25429,415,300,1,"Semiurban",1
1,3,1,1,546500,38883,231,360,0,"Semiurban",0
1,2,0,1,69196,17507,292,60,1,"Urban",1
1,0,1,1,51016,34388,269,240,1,"Semiurban",1
1,1,0,1,22562,20358,257,240,0,"Urban",0
0,2,0,0,71925,14933,688,120,0,"Rural",0
1,0,0,1,58553,46654,231,120,1,"Rural",1
0,0,0,1,60279,34238,478,120,1,"Urban",1
1,2,0,0,38608,48319,84,120,0,"Urban",0
1,1,1,1,63840,10653,470,240,1,"Semiurban",1
0,0,1,1,13770,15300,252,120,1,"Semiurban",1
0,2,1,1,58461,29232,211,180,0,"Rural",1
1,1,1,1,29627,9848,457,60,1,"Rural",1
1,3,0,1,9146,3110,398,300,0,"Urban",0
0,0,0,0,62753,37409,53,60,0,"Rural",0
0,0,1,0,55079,19813,410,300,0,"Urban",1
0,2,0,0,61074,7176,639,240,1,"Urban",1
0,2,1,0,65507,8379,407,300,1,"Rural",1
1,1,0,1,26251,45663,677,300,1,"Urban",1
1,3,0,1,34896,6788,85,360,1,"Urban",1
1,3,1,1,42113,6282,384,120,1,"Urban",1
1,2,1,1,56711,46682,340,120,0,"Urban",0
1,2,0,1,16322,5375,334,360,1,"Semiurban",0
0,1,1,1,10747,32403,85,240,1,"Rural",1
0,2,1,0,61697,18610,373,180,0,"Rural",1
0,1,1,1,38903,1340,512,240,0,"Urban",0
1,1,1,1,70813,41638,444,180,0,"Rural",0
0,3,0,0,43970,41575,616,180,1,"Rural",1
1,1,0,0,70192,7983,98,360,1,"Semiurban",1
1,3,0,1,45207,41809,512,240,1,"Semiurban",1
1,3,0,0,53812,34775,362,120,0,"Semiurban",1
0,3,1,0,35403,48411,404,60,0,"Semiurban",0
1,2,1,1,37531,32088,392,240,1,"Semiurban",1
1,3,1,1,67009,45782,104,240,1,"Urban",1
0,1,0,0,18413,27360,361,60,0,"Rural",0
1,2,0,0,43633,NA,309,180,1,"Semiurban",1
0,1,0,0,680320,25379,691,180,0,"Semiurban",0
1,2,0,0,38385,46661,137,120,1,"Rural",1
0,1,1,0,53578,8554,369,60,0,"Urban",0
1,0,1,0,31235,113330,439,60,0,"Rural",1
1,0,1,1,73744,40407,319,120,1,"Semiurban",1
0,0,0,1,31485,18405,509,60,1,"Urban",1
1,1,0,0,16182,511850,410,180,0,"Urban",0
0,2,0,0,74758,2569,175,240,1,"Urban",1
1,3,0,1,17480,23765,234,180,0,"Rural",1
0,3,0,0,59960,27606,414,300,1,"Rural",1
1,1,0,1,54213,47620,591,300,1,"Rural",0
1,1,1,0,66094,11578,57,180,0,"Semiurban",1
1,1,0,0,48057,38822,463,120,1,"Urban",1
0,1,0,0,38061,48880,181,180,1,"Semiurban",1
0,3,0,0,18789,30202,405,240,0,"Urban",0
0,2,1,1,32107,14427,372,300,1,"Urban",0
